Time[s],RateRoll[deg/s],RatePitch[deg/s],RateYaw[deg/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2],Torque[Nm]
52.9,-0.02,-0.03,0.0,0.51,-0.03,9.31,-0.67
52.92,-0.03,-0.02,0.01,0.51,-0.03,9.31,-0.43
52.94,-0.03,-0.03,0.02,0.52,-0.03,9.31,-0.37
52.96,-0.04,-0.04,0.03,0.52,-0.02,9.32,-0.4
52.98,-0.05,-0.04,0.05,0.52,-0.01,9.32,-0.28
53.0,-0.06,-0.03,0.06,0.53,-0.01,9.31,0.08
53.01,-0.05,-0.01,0.06,0.53,-0.02,9.31,0.51
53.03,-0.03,0.01,0.06,0.53,-0.02,9.3,0.76
53.05,-0.04,0.01,0.06,0.54,-0.02,9.29,0.79
53.07,-0.06,0.0,0.04,0.56,-0.02,9.29,0.77
53.09,-0.09,-0.01,0.01,0.56,-0.02,9.31,0.91
53.1,-0.11,-0.01,-0.02,0.55,-0.02,9.33,1.18
53.12,-0.11,-0.01,-0.04,0.54,-0.02,9.35,1.39
53.14,-0.1,-0.02,-0.03,0.53,-0.01,9.36,1.31
53.16,-0.09,-0.02,-0.0,0.52,-0.0,9.35,1.05
53.18,-0.09,-0.01,0.01,0.52,0.01,9.33,0.81
53.19,-0.06,0.03,-0.0,0.51,0.02,9.31,0.77
53.21,-0.02,0.07,-0.03,0.5,0.02,9.3,0.8
53.23,0.0,0.07,-0.03,0.49,0.02,9.28,0.67
53.25,0.01,0.06,-0.02,0.5,0.02,9.27,0.3
53.26,-0.0,0.03,0.01,0.51,0.02,9.27,-0.13
53.28,-0.01,0.02,0.03,0.53,0.01,9.28,-0.37
53.3,-0.0,0.04,0.03,0.56,0.0,9.31,-0.39
53.32,0.01,0.05,0.02,0.57,-0.01,9.33,-0.37
53.34,0.01,0.05,0.01,0.57,-0.01,9.34,-0.53
53.35,-0.02,0.04,0.01,0.55,-0.01,9.35,-0.82
53.37,-0.04,0.06,0.02,0.53,-0.02,9.35,-0.99
53.39,-0.04,0.07,0.03,0.52,-0.01,9.34,-0.9
53.41,-0.02,0.06,0.04,0.52,-0.01,9.34,-0.63
53.43,-0.01,0.05,0.04,0.52,0.0,9.34,-0.4
53.44,-0.01,0.06,0.05,0.52,0.01,9.34,-0.37
53.46,-0.01,0.07,0.04,0.52,0.02,9.33,-0.4
53.48,-0.01,0.06,0.01,0.52,0.02,9.32,-0.25
53.5,-0.02,0.05,-0.03,0.54,0.03,9.31,0.12
53.52,-0.01,0.04,-0.05,0.55,0.02,9.29,0.55
53.53,-0.01,0.02,-0.05,0.56,0.02,9.28,0.78
53.55,0.01,-0.02,-0.03,0.55,0.01,9.27,0.79
53.57,0.03,-0.01,-0.02,0.53,-0.0,9.28,0.78
53.59,0.04,0.01,-0.02,0.51,-0.01,9.29,0.93
53.61,0.05,0.01,-0.03,0.51,-0.01,9.3,1.23
53.62,0.06,-0.01,-0.04,0.51,0.01,9.31,1.4
53.64,0.03,-0.02,-0.02,0.51,0.02,9.3,1.29
53.66,-0.01,-0.01,0.02,0.5,0.02,9.29,1.0
53.68,-0.04,0.01,0.05,0.51,0.03,9.3,0.8
53.7,-0.06,0.03,0.06,0.52,0.03,9.3,0.78
53.71,-0.07,0.02,0.03,0.52,0.03,9.31,0.8
53.73,-0.1,-0.0,0.01,0.52,0.02,9.32,0.62
53.75,-0.13,-0.0,-0.02,0.52,0.02,9.33,0.25
53.77,-0.13,0.0,-0.04,0.53,0.01,9.34,-0.19
53.78,-0.11,0.0,-0.07,0.53,-0.0,9.34,-0.38
53.8,-0.09,0.01,-0.07,0.54,-0.0,9.34,-0.38
53.82,-0.08,0.03,-0.05,0.54,-0.0,9.35,-0.38
53.84,-0.07,0.03,-0.02,0.55,0.0,9.34,-0.56
53.86,-0.07,0.02,-0.01,0.54,-0.0,9.34,-0.85
53.87,-0.08,0.0,-0.0,0.53,-0.01,9.34,-1.0
53.89,-0.08,-0.02,-0.0,0.54,-0.01,9.34,-0.87
53.91,-0.08,-0.01,-0.01,0.54,-0.0,9.34,-0.59
53.93,-0.07,0.01,-0.02,0.54,0.0,9.33,-0.4
53.95,-0.05,0.04,-0.03,0.53,0.01,9.32,-0.38
53.96,-0.03,0.05,-0.06,0.52,0.02,9.31,-0.39
53.98,-0.01,0.05,-0.08,0.52,0.03,9.3,-0.21
54.0,0.0,0.06,-0.07,0.52,0.02,9.3,0.17
54.02,0.0,0.06,-0.06,0.53,0.02,9.3,0.61
54.04,0.0,0.06,-0.04,0.53,0.02,9.32,0.79
54.05,0.0,0.05,-0.02,0.53,0.02,9.33,0.78
54.07,-0.01,0.03,-0.02,0.53,0.01,9.33,0.78
54.09,-0.04,0.01,-0.01,0.53,0.0,9.32,0.97
54.11,-0.04,0.02,-0.01,0.53,-0.0,9.32,1.27
54.13,-0.04,0.05,-0.03,0.53,-0.0,9.33,1.4
54.14,-0.04,0.07,-0.04,0.53,-0.0,9.34,1.25
54.16,-0.03,0.08,-0.07,0.54,0.0,9.34,0.97
54.18,-0.03,0.07,-0.11,0.54,0.0,9.34,0.78
54.2,-0.02,0.06,-0.14,0.54,-0.0,9.34,0.78
54.22,-0.02,0.05,-0.13,0.53,-0.0,9.33,0.79
54.23,0.0,0.04,-0.11,0.52,-0.01,9.31,0.59
54.25,0.01,0.04,-0.08,0.52,-0.01,9.31,0.17
54.27,0.0,0.04,-0.04,0.53,-0.01,9.29,-0.21
54.29,-0.01,0.04,-0.0,0.54,-0.01,9.29,-0.39
54.3,-0.01,0.04,0.03,0.54,-0.01,9.3,-0.38
54.32,-0.04,0.03,0.05,0.54,0.0,9.31,-0.4
54.34,-0.06,0.0,0.05,0.55,0.01,9.31,-0.59
54.36,-0.07,-0.01,0.05,0.56,0.02,9.3,-0.89
54.38,-0.06,-0.01,0.05,0.56,0.02,9.29,-1.0
54.39,-0.05,0.01,0.04,0.56,0.03,9.27,-0.85
54.41,-0.02,0.03,0.03,0.56,0.02,9.26,-0.56
54.43,-0.01,0.03,0.02,0.55,0.01,9.26,-0.38
54.45,-0.0,0.03,-0.0,0.54,0.0,9.29,-0.38
54.47,-0.0,0.05,-0.02,0.52,-0.0,9.32,-0.38
54.48,0.01,0.07,-0.01,0.52,-0.0,9.35,-0.17
54.5,0.05,0.06,0.01,0.52,0.0,9.36,0.25
54.52,0.08,0.03,0.03,0.53,-0.0,9.37,0.64
54.54,0.08,0.02,0.04,0.54,-0.01,9.37,0.8
54.56,0.04,-0.0,0.05,0.55,-0.01,9.36,0.77
54.57,0.0,-0.02,0.05,0.55,-0.01,9.35,0.8
54.59,-0.0,-0.04,0.04,0.55,-0.01,9.35,1.02
54.61,0.02,-0.04,0.04,0.54,-0.02,9.36,1.29
54.63,0.03,-0.03,0.02,0.53,-0.01,9.35,1.4
54.65,0.04,-0.03,0.01,0.53,-0.01,9.34,1.23
54.66,0.04,-0.02,0.01,0.53,-0.01,9.33,0.93
54.68,0.03,-0.01,0.02,0.53,-0.01,9.32,0.78
54.7,0.02,-0.0,0.01,0.53,-0.01,9.32,0.79
54.72,0.01,-0.0,-0.01,0.53,-0.02,9.32,0.78
54.74,0.01,0.02,-0.02,0.53,-0.01,9.32,0.55
54.75,0.01,0.05,-0.04,0.53,-0.01,9.32,0.12
54.77,0.0,0.07,-0.06,0.53,0.0,9.31,-0.25
54.79,0.0,0.06,-0.1,0.54,0.01,9.3,-0.4
54.81,0.02,0.06,-0.12,0.55,0.0,9.28,-0.37
54.82,0.04,0.07,-0.1,0.56,-0.01,9.28,-0.4
54.84,0.05,0.06,-0.05,0.55,-0.01,9.3,-0.64
54.86,0.04,0.04,-0.02,0.54,-0.02,9.31,-0.9
54.88,0.02,0.01,-0.01,0.54,-0.01,9.32,-0.99
54.9,-0.0,-0.01,-0.02,0.54,-0.01,9.31,-0.82
54.92,-0.02,-0.03,-0.02,0.54,-0.01,9.31,-0.51
54.93,-0.03,-0.03,-0.03,0.55,-0.01,9.3,-0.37
54.95,-0.03,-0.03,-0.03,0.55,-0.01,9.3,-0.39
54.97,-0.01,-0.02,-0.03,0.55,-0.01,9.29,-0.37
54.99,0.01,-0.01,-0.02,0.54,-0.01,9.28,-0.13
55.01,0.01,-0.0,-0.02,0.54,-0.01,9.28,0.32
55.02,0.01,-0.0,-0.01,0.54,-0.01,9.3,0.67
55.04,-0.0,0.01,-0.01,0.54,-0.01,9.31,0.8
55.06,-0.02,0.03,0.0,0.54,-0.01,9.31,0.77
55.08,0.0,0.04,0.03,0.53,0.0,9.32,0.82
55.09,0.03,0.05,0.05,0.52,0.0,9.33,1.05
55.11,0.03,0.05,0.06,0.52,-0.0,9.34,1.32
55.13,0.03,0.04,0.08,0.53,-0.0,9.34,1.39
55.15,0.02,0.02,0.08,0.54,0.0,9.33,1.18
55.17,-0.0,-0.02,0.06,0.55,0.01,9.31,0.91
55.18,-0.03,-0.03,0.03,0.55,0.02,9.3,0.77
55.2,-0.04,-0.02,-0.0,0.55,0.02,9.29,0.79
55.22,-0.05,-0.02,-0.04,0.56,0.02,9.29,0.76
55.24,-0.03,-0.02,-0.06,0.57,0.03,9.29,0.51
55.26,-0.02,-0.02,-0.07,0.56,0.02,9.3,0.05
55.27,-0.01,-0.02,-0.08,0.55,0.02,9.31,-0.28
55.29,-0.0,0.01,-0.07,0.54,0.01,9.32,-0.4
55.31,0.0,0.03,-0.06,0.53,0.01,9.32,-0.37
55.33,0.02,0.04,-0.04,0.53,0.0,9.32,-0.43
55.35,0.04,0.02,-0.04,0.52,-0.0,9.32,-0.67
55.36,0.05,-0.01,-0.04,0.52,-0.01,9.31,-0.93
55.38,0.05,-0.02,-0.04,0.53,-0.01,9.3,-0.99
55.4,0.04,-0.03,-0.03,0.54,-0.0,9.3,-0.77
55.42,0.02,-0.03,-0.02,0.54,0.0,9.32,-0.5
55.44,-0.01,-0.04,-0.02,0.53,-0.0,9.34,-0.37
55.45,-0.04,-0.03,-0.01,0.52,-0.01,9.35,-0.39
55.47,-0.06,-0.01,0.01,0.52,-0.01,9.36,-0.35
55.49,-0.08,0.01,0.01,0.52,-0.01,9.37,-0.07
55.51,-0.09,0.01,0.0,0.52,-0.0,9.36,0.35
55.53,-0.06,-0.0,0.01,0.51,-0.0,9.34,0.71
55.54,-0.01,-0.02,0.0,0.5,0.01,9.32,0.8
55.56,0.01,-0.01,-0.02,0.51,0.01,9.3,0.77
